Col1|Col2|Col3|Col4|Col5|Col6|Col7|Col8|Col9|Col10|Col11|Col12|Col13|Col14|Col15|Col16|Col17|Col18|Col19|Col20|Col21|Col22|Col23|Col24|Col25|Col26|Col27|Col28|Col29|Col30|Col31|Col32|Col33|Col34|Col35|Col36|Col37|Col38|Col39|Col40|Col41|Col42|Col43|Col44|Col45|Col46|Col47|Col48|Col49|Col50|Col51|Col52|Col53|Col54|Col55|Col56|Col57|Col58|Col59|Col60|Col61|Col62|Col63|Col64|Col65|Col66|Col67|Col68|Col69|Col70|Col71|Col72|Col73|Col74|Col75|Col76|Col77|Col78|Col79|Col80|Col81|Col82|Col83|Col84|Col85|Col86|Col87|Col88|Col89|Col90|Col91|Col92|Col93|Col94|Col95|Col96|Col97|Col98|Col99|Col100|Col101|Col102|Col103|Col104|Col105|Col106|Col107|Col108|Col109|Col110|Col111|Col112|Col113|Col114|Col115|Col116|Col117|Col118|Col119|Col120|Col121|Col122|Col123|Col124|Col125|Col126|Col127|Col128|Col129|Col130|Col131|Col132|Col133|Col134|Col135|Col136|Col137|Col138|Col139|Col140|Col141|Col142|Col143|Col144|Col145|Col146|Col147|Col148|Col149|Col150
Name286|64|Female|Canada|New York|user286@example.com|+1-555-9650|Clerk||88505|HR|Alice|2002-05-03|Inactive|992 Main St|84240|||12.73|1|22|Project 50|Delta|757|Name286||Male|USA|New York|user286@example.com|+1-555-7324|Analyst|Umbrella|110150|Sales|Alice|2011-01-04|Active|438 Main St|44339|USA|Note 286|74.72|10||Project 82|Alpha|8001|Name286|63|Female|Canada||user286@example.com|+1-555-3403|Engineer|Initech|74778|Engineering|Diana|2000-06-13|Active||||Note 286|92.06|2|15|Project 20|Alpha|1644|Name286|54||Australia|Berlin|user286@example.com|+1-555-4729|Analyst|Initech|57923||Bob|2014-03-26|Inactive|729 Main St|87112|Australia|Note 286|50.77|7|38|Project 32|Delta|5334|Name286||Other||Berlin||+1-555-4186|Engineer|Acme Corp|46753|HR|Diana|2019-01-03|On Leave|596 Main St|75527|||2.04|7|16|Project 43||8414|Name286|23|Female|Germany|Sydney|user286@example.com|+1-555-7957||Initech|77098|Marketing|Charlie||Inactive|427 Main St|69000|Germany|Note 286|42.64||4|Project 23|Beta|1913|Name286|24|Male|USA|London|user286@example.com
Name287|58|Female|Canada|Sydney|user287@example.com||Analyst|Initech|81531|HR|Diana|2004-11-21|On Leave|837 Main St|43690|USA||24.73|7|25|Project 74|Delta|5665|Name287|50|Other|Germany|Toronto|user287@example.com|+1-555-9844|Analyst|Initech||HR|Charlie||On Leave|316 Main St|63251|Canada|Note 287|56.25|6|30|Project 29|Gamma|9997|Name287|26|Male|Canada|New York|user287@example.com|+1-555-6734|Clerk|Acme Corp|79857|Engineering|Charlie|2000-06-24|Active|834 Main St|10856|USA|Note 287|10.7|2||Project 79|Alpha|1653|Name287|30|Female|UK||user287@example.com|+1-555-2918|Manager|Initech|105165|Engineering|Bob|2003-04-12|On Leave|408 Main St|30811|UK|Note 287|95.01|2|25|Project 66|Beta|736|Name287|50|Other|Australia|Toronto|user287@example.com|+1-555-7227|Engineer|Umbrella|98085|Engineering|Diana|2001-05-27|On Leave|902 Main St||USA||99.39|6||Project 38|Alpha|1646|Name287|55|Other||New York|user287@example.com|+1-555-4436||Globex|95438|HR|Diana|2013-02-24|On Leave|309 Main St|16508|UK|Note 287|93.27|5|20|Project 19|Beta|824|Name287|30|Other|Canada|Sydney|user287@example.com
Name288|39|Female|Canada|London|user288@example.com|+1-555-5204|Engineer|Umbrella|61452|Engineering|Alice||On Leave|744 Main St|75789||Note 288|73.04|8|14|Project 79|Beta|4233|Name288|26|Female|USA|Sydney|user288@example.com|+1-555-4691|Analyst|Initech||Engineering|Alice|2014-06-11||231 Main St||Germany|Note 288|37.18|5|10|Project 90||5746|Name288|29|Male|Germany|New York|user288@example.com|+1-555-5088|Engineer|Acme Corp|90772|Sales|Charlie||Active|587 Main St|25495|Australia|Note 288|64.5|6|6|Project 95|Beta||Name288|29|Female|Australia|London|user288@example.com|+1-555-9786|Analyst|Initech|107864|HR|Bob|2013-09-02|On Leave|762 Main St|19050|Canada|Note 288|96.69||26||Gamma|5797|Name288||Male|Canada|Toronto||+1-555-5514||Umbrella|34131|Engineering|Diana|2005-09-07|On Leave|887 Main St|93591|UK|Note 288|12.65|5|26|Project 58|Delta|9011|Name288|29|Female|Canada|London|user288@example.com|+1-555-2979|Manager|Globex|65709|HR|Alice|2009-02-09|Active|921 Main St|35192|Australia|Note 288|38.81|4|11|Project 50|Gamma||Name288|33|Female|Germany|Sydney|user288@example.com
Name289|42|Female|Canada|Toronto|user289@example.com|+1-555-3276||Initech|81307|Marketing|Charlie|2007-08-12|Inactive|899 Main St|96972||Note 289|50.51|6|8|Project 97|Beta|5737|Name289|20|Other|UK|New York|user289@example.com|+1-555-7906|Clerk|Initech|115246|Sales|Alice|2009-05-22|On Leave|302 Main St|99790|Canada|Note 289|18.27|1|37|Project 94|Gamma|5455|Name289|30|Female|Australia|New York|user289@example.com||Clerk||66042|Engineering|Charlie||On Leave|615 Main St|36842||Note 289|57.21|7|3|Project 94|Beta|8955|Name289|54|Other|Germany|Berlin|user289@example.com|+1-555-9118|Engineer|Umbrella|101638|Sales|Alice|2003-03-07|Active|621 Main St|71795|Australia|Note 289|42.11||37|Project 23|Gamma|4183|Name289|25||Germany|Sydney|user289@example.com|+1-555-5274|Analyst|Initech|38244|Engineering|Charlie|2007-12-24|Inactive||15692|UK|Note 289||10||Project 17|Beta|9828|Name289|32||USA|Berlin||+1-555-3497|Engineer|Initech|60790|Marketing|Charlie|2010-09-14|On Leave|468 Main St|33403|Canada|Note 289|11.63|5|6|Project 34|Delta|7374|Name289|27|Other|Germany|New York|user289@example.com
Name290|54|Male|Canada|Sydney|user290@example.com|+1-555-8935|Manager|Acme Corp|102928|Sales|Alice|2017-04-15|Active|707 Main St||Germany|Note 290|45.23|3|21||Beta|8231|Name290|21|Other||Toronto|user290@example.com|+1-555-6633|Clerk|Globex|86724||Charlie|2006-09-14||636 Main St|10379|UK|Note 290|95.55|4|37|Project 46|Alpha|6590|Name290|46|Other|Germany|Sydney|user290@example.com|+1-555-6991|Clerk|Umbrella|56779|Marketing||2013-12-12|Active|535 Main St|83848|USA||94.3|5|40|Project 2||4790|Name290|52|Male|USA|New York|user290@example.com|+1-555-8040|Analyst|Globex|72422|Engineering|Charlie|2003-05-20|Active|384 Main St|26947|UK|Note 290||5|27|Project 7|Gamma|5179|Name290|41|Male|Australia|New York|user290@example.com|+1-555-2578|Clerk|Globex|57893|Sales|Bob|2018-08-10|Inactive|297 Main St|63183|UK|Note 290|88.25|10|28|Project 3|Alpha|1152||27|Male|Germany|London|user290@example.com|+1-555-2205|Analyst|Umbrella|85326|Sales|Diana|2017-05-16|On Leave||53214|UK|Note 290|74.35||9|Project 36|Gamma|4030|Name290|59|Other|Germany|Sydney|user290@example.com
Name291|21|Female|UK|London|user291@example.com|+1-555-6983|Engineer|Initech|79341|HR|Bob|2004-05-17|Inactive|504 Main St|30426|UK|Note 291|43.05|8|23|Project 26|Gamma|5245|Name291|27|Female||Sydney|user291@example.com|+1-555-6117|Manager|Umbrella|80127|HR|Alice|2009-07-06|Inactive|524 Main St|16541|Australia||71.73|3|18|Project 99|Gamma|6794|Name291|50|Female|UK|Berlin|user291@example.com|+1-555-8570||Globex|89933|Marketing|Bob||Inactive|964 Main St|62719|Canada|Note 291|29.5|3|25|Project 18|Delta|5785|Name291|25|Other|UK|Berlin||+1-555-5531||Initech|61653|Marketing|Diana|2017-04-13|Active|482 Main St|10313|UK|Note 291|59.76||36|Project 60|Gamma|7417|Name291|52|Male|Germany|London|user291@example.com|+1-555-8506|Engineer|Globex||Engineering|Diana|2003-03-09|On Leave||89080|UK|Note 291|21.41|3|23|Project 44|Delta|6874|Name291|52||USA|London|user291@example.com|+1-555-2311|Clerk|Acme Corp|63652|HR|Diana|2011-03-24||560 Main St|36143|UK|Note 291|17.1|10|5|Project 43|Delta|4577|Name291|43|Female|UK|Berlin|
Name292|38|Other|UK|Berlin|user292@example.com|+1-555-5698|Manager|Initech|36328|HR|Diana|2002-08-24|On Leave|937 Main St|68947|Germany|Note 292||9|29|Project 47|Beta|1666|Name292|56|Other|Canada|Toronto|user292@example.com|+1-555-2934|Manager|Acme Corp|99110|Engineering|Bob|2015-01-28|On Leave|737 Main St||Germany|Note 292|99.26|5|19||Gamma|1350|Name292|60|Other|Germany|London|user292@example.com|+1-555-3220|Engineer|Initech||Marketing|Diana|2010-04-05|Inactive|955 Main St|53043|Canada|Note 292|13.0|2|31|Project 13|Gamma|7532|Name292|42|Male|Germany|London|user292@example.com||Clerk|Umbrella|105048|Marketing|||Active|985 Main St|97559|Australia|Note 292|31.64|2||Project 34|Beta|1386|||Male|Canada|Berlin|user292@example.com|+1-555-2657|Engineer|Initech|43062|HR|Bob||Active|992 Main St||Canada|Note 292|3.01|10|15|Project 92|Beta|8932|Name292|52||Germany|Berlin||+1-555-3761|Engineer|Umbrella|83441|Marketing|Alice|2011-05-04|Active|811 Main St|53562|Germany|Note 292|45.93|3|20|Project 51|Gamma|1457|Name292|60|Other|Australia|Sydney|user292@example.com
Name293|52||UK|London|user293@example.com|+1-555-2964|Engineer|Umbrella|49981|HR|Charlie|2018-12-18|Active|687 Main St|98466|||1.39|5|3|Project 51||||56||Germany||user293@example.com|+1-555-6974|Analyst|Initech|42169|Engineering|Diana|2018-11-12|On Leave|897 Main St|28423|USA|Note 293|48.98|6|5|Project 7|Alpha|6928|Name293|25||||user293@example.com|+1-555-8994|Analyst|Globex|104482|Sales|Charlie|2020-11-16|Inactive|971 Main St||Germany|Note 293||8|32|Project 24||5690|Name293|49|Female|Germany|New York|user293@example.com|+1-555-8713|Clerk|Initech|108852|HR|Charlie|2018-06-07|On Leave|210 Main St|15450|Canada|Note 293|5.82|8|26|Project 39||8366|Name293|39|Female|Germany|Toronto|user293@example.com|+1-555-3965|Analyst|Initech|31342|Sales|Charlie|2014-09-04||232 Main St|54736|Canada|Note 293|69.03|5|16|Project 16|Delta|1966|Name293|23|Male|USA|Sydney|user293@example.com|+1-555-8261|Manager|Umbrella|112253|Sales|Charlie|2004-03-23|Inactive|982 Main St|85904|Australia|Note 293|19.93|6|8|Project 99||4569|Name293|62|Male||Berlin|user293@example.com
Name294|20|Female|USA|Toronto|user294@example.com|+1-555-5869|Engineer|Umbrella|113391|Marketing|Diana|2007-10-12|Active|259 Main St|81398|UK|Note 294|88.28|10||Project 11||4430|Name294|58|Female||Sydney|user294@example.com|+1-555-8574|Engineer|Initech|100686|Engineering|Diana|2011-11-16|On Leave|776 Main St|21726|UK|Note 294|66.3|10|25|||9410|Name294|27|Female|Australia|London|user294@example.com|+1-555-4781|Analyst|Umbrella||Sales|Bob|2019-11-16|Inactive|450 Main St|41508|Australia|Note 294|56.38|6|38|Project 25|Alpha|7573|Name294|44|Male|Germany|London|user294@example.com|+1-555-2904|Clerk|Umbrella|92663|Marketing|Alice|2012-08-23|Active|315 Main St|56428|Canada|Note 294|62.26|2|35|Project 59|Delta|5661|Name294|21|Other|Canada|New York|user294@example.com|+1-555-3146|Clerk|Acme Corp|78808|||2007-11-08|On Leave|144 Main St|52308|Canada|Note 294|32.87|7|14||Beta|5|Name294|44|Female|Canada|Sydney|user294@example.com||Manager|Umbrella|99370|Marketing|Bob|2014-02-07|On Leave|638 Main St|17657|UK|Note 294|24.6|5|15|Project 35|Beta|9357||49||UK|London|user294@example.com
Name295|22|Other|Germany||user295@example.com|+1-555-5575|Engineer|Globex||Sales|Alice|2000-03-31|Inactive|919 Main St|47251|Germany|Note 295|26.81|10|8|Project 49|Alpha|3030|Name295|30|Female|USA|London|user295@example.com|+1-555-2727|Manager|Globex|97554|HR|Bob|2008-10-21|On Leave|913 Main St||USA|Note 295|57.62|2|3|Project 28||7078|Name295||Other|Canada|Toronto|user295@example.com|+1-555-9454|Clerk|Acme Corp|102396|Engineering|Bob|2017-10-02|Active|386 Main St|95798|Canada|Note 295||2|4|Project 62|Beta|4189|Name295|42|Other|Canada|Berlin|user295@example.com|+1-555-1816|Engineer|Globex||HR|Bob||Active|330 Main St|32207||||10|29|Project 85|Gamma|67|Name295|31|Other||London|user295@example.com|+1-555-1613|Clerk|Initech|63643|Marketing|Diana|2006-02-20|Inactive|345 Main St||USA|Note 295|26.61|3|0|Project 4|Beta|9310|Name295|55|Female|Australia|Berlin|user295@example.com|+1-555-2540||Globex||Sales|Charlie|2003-03-05|On Leave|591 Main St|76612|UK|Note 295|9.44|5|17|Project 64|Gamma|53|Name295|29||UK|London|user295@example.com
Name296|22|Male|Australia|Berlin|user296@example.com|+1-555-8945|Analyst|Acme Corp|59443|HR|Charlie|2004-05-10|Active||65351|USA|Note 296|34.22|9|40|Project 9|Gamma|796|Name296||Female|Australia|Toronto|user296@example.com|+1-555-7035|Engineer|Initech|88774|Sales|Charlie||On Leave||85261|USA|Note 296|25.36|6|37|Project 44||6753|Name296|25|Female|Canada|New York|user296@example.com|+1-555-4956|Engineer||99647|Engineering|Diana|2009-01-24|Active|182 Main St|44548|Australia|Note 296|77.86|6|14|Project 7|Alpha|2063|Name296|49|Male|Australia|New York|user296@example.com|+1-555-6660|Engineer||82359|Sales|Bob|2019-08-24|Active||||Note 296|55.99|9|29|Project 50|Delta|7336|Name296|38||Germany|Toronto|user296@example.com|+1-555-8467|Clerk|Initech|73726|Sales|Diana|2020-02-14|On Leave|708 Main St|54129|UK|Note 296|85.84|10|28|Project 32|Delta|5404|Name296|52|Female|UK|Berlin||+1-555-6084||Initech|101412|Marketing|Alice|2009-07-10||482 Main St|37982|Canada|Note 296|46.83|6|6||Gamma|6137|Name296|50|Male|Australia|London|user296@example.com
Name297|26|Other|Australia|Sydney|user297@example.com|+1-555-8375|Manager|Umbrella|100330|Sales|Alice|2008-10-17|Inactive|354 Main St|41805|UK|Note 297|76.85|6|14|Project 50|Gamma|6793|Name297|61||Australia|Berlin|user297@example.com|+1-555-9198|Engineer|Umbrella|50534|Sales|Charlie|2020-06-22||780 Main St|25470|Canada|Note 297|47.65|7|0|Project 57|Beta|1812|Name297|26|Other|Canada|London|user297@example.com|+1-555-2672|Clerk|Acme Corp||Engineering|Alice|2007-07-10|Inactive|744 Main St|56005|Canada|Note 297|0.39|6|34|Project 23|Beta|6744|Name297|42||USA|Toronto|user297@example.com|+1-555-8745|Analyst|Initech|79792|Engineering|Bob|2004-02-13|On Leave|761 Main St|65369|Canada|Note 297|45.18|4|26|Project 15|Gamma|6255|Name297|52|Female|UK|Berlin|user297@example.com|+1-555-7195|Engineer|Umbrella||HR||2015-07-04||536 Main St|20669|Germany|Note 297|97.41|5|11||Gamma|8471|Name297|32|Male|Germany|New York|user297@example.com|+1-555-7751|Manager|Initech|76481||Diana|2017-08-03|Active|233 Main St|40012|Canada|Note 297|86.01|6|11|Project 85|Beta|9775|Name297|33|Female||Toronto|user297@example.com
Name298|21|Male|USA|Toronto||+1-555-2207|Analyst|Umbrella|119890|Sales|Alice|2005-09-23|Inactive|511 Main St|19330|UK|Note 298|73.97|9|38||Beta|2658||48|Male|Australia|Sydney|user298@example.com|+1-555-5193|Manager||34504|Sales|Alice|2011-12-03||641 Main St|13044|USA|Note 298|76.46|10|29|Project 88|Beta||Name298|36|Other|Canada|Sydney|user298@example.com|+1-555-3472|Analyst|Initech|70179|Sales|Diana|2011-11-06|Active|133 Main St|75755|Germany|Note 298|97.83|3|40|Project 9|Gamma|409|Name298|63|Female||New York|user298@example.com|+1-555-7993|Clerk||72297|Sales|Diana|2010-07-26|Inactive|862 Main St|75268|Australia|Note 298|90.74||18|Project 28|Beta|5166|Name298|57|Male|Canada|London|user298@example.com|+1-555-1200|Engineer|Initech|54734|HR|Diana|2004-04-14|Inactive|833 Main St|81608||Note 298|72.35|2||Project 56||1054|Name298|26|Male||Berlin|user298@example.com|+1-555-9474|Manager|Initech|114420|HR|Alice||Active|236 Main St|83912|USA|Note 298|81.63|1|24|Project 71|Delta|5502|Name298|47|Other|Australia|Toronto|user298@example.com
Name299|64|Male|UK||user299@example.com|+1-555-9297|Engineer|Globex|104028|Sales|Bob|2002-07-16|Active||60748|||9.34|9|1|Project 60|Alpha|1040|||Male|Germany||user299@example.com|+1-555-9286|Clerk|Acme Corp|78159|HR|Bob|2019-12-31|On Leave|285 Main St|86800|Australia|Note 299|44.4|2|6|Project 3|Gamma|4626|Name299|64|Male|Germany|Toronto|user299@example.com||Engineer|Acme Corp|105149||Diana|2011-07-04||918 Main St|67424|Canada|Note 299|34.28|2|16|Project 19||2503|Name299|52||USA|Toronto|user299@example.com|+1-555-6299|Engineer||34819|HR|Diana|2008-09-26|On Leave|564 Main St|54634|Germany|Note 299||10||Project 36|Gamma|7095|Name299|60|Other|UK|Sydney|user299@example.com|+1-555-8518|Clerk|Globex|55826|Engineering|Charlie|2004-02-06|Active|628 Main St||USA|Note 299|77.39|7|10|Project 34|Delta|6614|Name299|24|Female|Germany||user299@example.com|+1-555-6762|Manager|Acme Corp|61014|Sales||2012-07-28|Active|328 Main St|22996|USA||3.85|3|26|Project 88||2440|Name299|34|Female||Sydney|user299@example.com
Name300|39|Male|Australia|Toronto|user300@example.com||Analyst|Umbrella|41351|Sales|Alice|2017-01-05||385 Main St|47447|Canada|Note 300|12.17|5|35|Project 73|Delta|5008||52|Female|Germany|Sydney|user300@example.com|+1-555-1232|Manager|Globex|62972|Sales|Diana|2018-10-21|Inactive|936 Main St|18533|UK|Note 300|53.82|1|5|Project 70|Gamma|2836|Name300|64|Male|Australia|London|user300@example.com|+1-555-7519|Analyst|Umbrella|82104||Bob|2014-02-02|On Leave|476 Main St|62015|UK|Note 300|48.34|4|31|Project 22|Gamma|5017|Name300|21|Male|UK|Toronto|user300@example.com||Analyst|Initech|69546|HR|Bob|2003-08-21||547 Main St|69644|Canada|Note 300|6.28|7|15|Project 61|Beta||Name300|33|Female|Canada|Toronto|user300@example.com|+1-555-4427|Analyst|Globex|48660|HR|Bob|2005-06-22|Inactive|149 Main St|98853|UK|Note 300|61.91|10|34|Project 96|Gamma|2081|Name300|35|Female|UK|Sydney||+1-555-2561||Initech|43159|Engineering|Charlie|2012-01-25|Active|924 Main St||Australia|Note 300|42.95|3|33|Project 70|Beta|8997|Name300|46|Female|Germany|Sydney|user300@example.com
Name301|21|Other|Australia|Sydney|user301@example.com|+1-555-3351|Manager|Umbrella|84644|Marketing||2010-01-18|Active|142 Main St|13001|Germany||90.79|1|34|Project 35|Delta|1049|Name301|63|Male|Canada|Toronto|user301@example.com|+1-555-3612|Clerk|Globex|76007|Marketing|Bob|2020-11-06|||91581|Germany|Note 301|43.85|5|0|Project 99|Gamma|8842|Name301||Male|USA|London||+1-555-2848|Engineer|Umbrella|34972|Marketing|Bob|2014-07-26|Inactive|758 Main St|65330|Australia|Note 301||6|32|Project 72|Alpha|7351|Name301|28|Female|Canada|London||+1-555-6108|Analyst|Initech||Marketing|Diana|2001-09-02|On Leave|455 Main St|72562|Canada|Note 301|34.45|1|35||Beta|3596|Name301|43|Other|Canada|Sydney|user301@example.com|+1-555-6525|Analyst|Initech|75321|Sales|Diana|2012-01-10|Active|276 Main St|94883|UK|Note 301|27.82|7|8||Alpha|1675|Name301|40|Male|UK||user301@example.com|+1-555-4360|Analyst|||Marketing|Alice|2020-08-10|On Leave|425 Main St|18924|UK|Note 301|5.77||18|Project 2|Alpha|4575|||Female|Canada|London|user301@example.com
Name302|52|Male||New York|user302@example.com|+1-555-8572|Clerk|Acme Corp||Marketing||2006-09-07|On Leave|372 Main St|19826|Australia|Note 302|62.36|9|35|Project 18|Beta|6543|Name302|61|||Berlin|user302@example.com|||Globex|87958|Sales||2016-08-08|Inactive|317 Main St|52453||Note 302|75.78|3|5|Project 100|Alpha|1993||55|Other|Australia|Sydney|user302@example.com|+1-555-6676|Analyst||93065|Marketing|Diana|2008-01-11|On Leave||91912||Note 302|42.97|2|16|Project 14||4662|Name302|38|Other|Canada|Berlin||+1-555-5299|Analyst|Initech|119830|Sales|Charlie||On Leave|226 Main St|50464||Note 302|80.82|9|3|Project 83|Beta|1032|Name302|59|Other|Australia|Sydney|user302@example.com|+1-555-5346|Clerk||100578|Sales|Diana|2010-03-06|On Leave|568 Main St|36060|Australia|Note 302|85.96|9|17|Project 7|Gamma|4979|Name302|47||USA||user302@example.com|+1-555-1775|Clerk||57347|Marketing|Bob|2007-04-28|Inactive|||Canada|Note 302|16.7|5||Project 9|Gamma|3009|Name302|63|Male|UK|Berlin|
Name303|54|Male|UK|Toronto|user303@example.com|+1-555-5016|Clerk|Globex|111110|HR|Charlie|2005-06-17|On Leave|629 Main St|75196||Note 303|29.13|7|23|Project 62|Alpha|5581|Name303|31|Other|UK|Sydney|user303@example.com|+1-555-3228|Analyst|Initech|61175|Marketing|Bob|2006-11-25|On Leave|413 Main St|59614|Australia|Note 303|57.84|5|4|Project 82|Beta|8963|Name303|45|Male|USA|Sydney|user303@example.com|+1-555-2248|Analyst||98629|Engineering|Alice|2011-07-15|Inactive|610 Main St|10210|USA|Note 303|6.84|9|2||Alpha|9780|Name303|35|Female|Canada|Berlin|user303@example.com|+1-555-8610|Clerk||36561|Marketing|Charlie|2005-05-08|On Leave|837 Main St|37633|UK|Note 303|95.23|7|18|Project 6||6319|Name303|21|Female|Australia|Berlin|user303@example.com|+1-555-3038|Analyst|Umbrella|81015|Marketing|Bob|2009-06-25|On Leave|567 Main St|43397|Canada|Note 303|94.14|8|27|Project 97|Beta|5953|Name303|34|Female|USA|Toronto|user303@example.com|+1-555-3928|Analyst|Globex|115939|Sales|Charlie|2004-12-28|On Leave|217 Main St|15913|Canada|Note 303|6.95|1|10|Project 94||2539|Name303|64|Female|UK|Berlin|user303@example.com
Name304|34|Female|USA|Sydney|user304@example.com|+1-555-5121|Analyst|Globex|89237|Engineering|Alice|2000-09-27|Inactive|804 Main St|32425|UK|Note 304|31.19|9|10|Project 56|Gamma|||24|Female|USA|Toronto|user304@example.com|+1-555-2471|Analyst|Acme Corp|62943|Sales|Charlie|2002-10-05|On Leave|645 Main St|88249||Note 304|29.59|7|34|Project 33|Alpha|1613|Name304|64|Female|Germany|Sydney|user304@example.com|+1-555-8018|Engineer|Umbrella|85056|Engineering|Diana|2009-08-09|On Leave|141 Main St|89519|UK|Note 304|51.2|10|12|Project 84|Delta|5465|Name304|58|Male|UK|New York|user304@example.com|+1-555-3986|Manager|Umbrella||Marketing|Charlie|2018-10-12|Active|254 Main St|56094|USA|Note 304|83.55|3|27|Project 62|Delta|2529|Name304|53|Female|Germany||user304@example.com|+1-555-7369|Engineer|Acme Corp|96177|Marketing|Bob|2020-05-19|Inactive|224 Main St|41798|Germany|Note 304|35.87|4|3|Project 61|Alpha|8028|Name304||Other||Toronto|user304@example.com|+1-555-7207|Analyst|Initech|55757|HR||2007-08-22|||66053|Germany|Note 304|24.22|9|25|Project 41|Alpha|4069|Name304|63|Other|USA|New York|user304@example.com
Name305|37|Male|Australia|Sydney|user305@example.com|+1-555-2504|Clerk|Globex|107731||Diana|2020-12-26|Inactive|408 Main St|89146|Australia|Note 305|1.25|10|8|Project 33||7655||62||USA|Berlin|user305@example.com|+1-555-9725|||83598|Sales||2007-06-01|Active|869 Main St|67590||Note 305|31.98|3|10|Project 70|Delta|4687|Name305||Other|Germany||user305@example.com|+1-555-6443|Manager|Acme Corp|106851|HR|Charlie|2002-05-03|On Leave|560 Main St|80560|UK||69.26|4|38|Project 9|Gamma|3361|Name305|65|Male||Sydney|user305@example.com|+1-555-1239|Manager|Globex||Sales|Diana|2005-10-29|On Leave|110 Main St|89724|USA|Note 305|52.88|8|20|Project 93|Beta|9679|Name305|22|Male|Germany||user305@example.com|+1-555-5940|Analyst|Umbrella|96426||Diana|2020-07-19|Inactive|455 Main St|69846|||58.79|3||Project 95|Beta|1033|Name305|25|Male|Australia|New York|user305@example.com|+1-555-4203|Engineer|Acme Corp|43982|Marketing|||Inactive|981 Main St||Australia|Note 305|33.15|3|23|Project 83|Beta||Name305|26|Male||London|user305@example.com
Name306|51|Male|USA|Toronto|user306@example.com|+1-555-2485|Clerk|Umbrella||Engineering|Charlie||Active||62599|UK|Note 306|4.58|3||Project 74|Delta|6497|Name306|34|Other||New York|user306@example.com|+1-555-9680||Globex|91907|Engineering|Alice|2010-04-01|Inactive|684 Main St|32873|UK|Note 306|66.27|2|16|Project 37|Gamma|2277|Name306|42|Female||Berlin|user306@example.com|+1-555-4931|Engineer|Initech||HR|Charlie|2013-02-26|Inactive|557 Main St|72124|USA|Note 306|64.62|10|34|Project 61||4579||57|Male|Australia|Toronto|user306@example.com|+1-555-1917|Engineer|Initech|43285|Sales|Alice|2002-04-13|On Leave|299 Main St|47953||Note 306|34.79|2|37|Project 21|Beta|1630||38|Male|Australia|New York|user306@example.com|+1-555-6921|Manager|Globex|67552|HR|Charlie|2020-07-02||826 Main St|11514|Canada|Note 306|39.04|8|3|Project 9|Delta|4304|Name306|22|Other|Canada|Toronto|user306@example.com|+1-555-3229|Clerk|Initech|103361|HR|Charlie|2013-12-09|Active|839 Main St|42883|Australia|Note 306|53.05|8|27|Project 28|Alpha|5591|Name306|57|Other|UK||user306@example.com
Name307|64||Canada|New York|user307@example.com|+1-555-8496|||68299|Sales|Alice|2017-02-09|Inactive|235 Main St|90062|Canada|Note 307|25.53|7|32|Project 7|Delta|1445|Name307|24|Male|||user307@example.com|+1-555-7614|Clerk|Initech|100410|HR|Alice|2015-04-11|Inactive|255 Main St|46128|UK|Note 307|65.62|8|28||Alpha|2943|Name307|48|Male|Australia|Toronto|user307@example.com|+1-555-1740|Manager|Umbrella|104934|Marketing||2005-07-27|On Leave|538 Main St|69084|Australia|Note 307|24.55|9|15|Project 38|Delta|4524|Name307||Male|Australia||user307@example.com||Manager|Globex|91293|Sales|Diana|2020-07-31|Inactive|109 Main St|60918|UK|||8|32|Project 99|Delta|7982|Name307|60|Female|UK|Sydney|user307@example.com|+1-555-1994||Acme Corp|37064|Sales||2011-12-10||763 Main St|90999|UK|Note 307|64.36||29|Project 99|Beta|3230||58|Male|Canada|Sydney||+1-555-7799|Engineer|Globex|39125|Marketing|Charlie|2009-06-07|On Leave|680 Main St|71655|USA|Note 307|17.06||18|Project 100|Beta|2184|Name307|56|Male|Canada|London|user307@example.com
Name308||Female||Toronto|user308@example.com|+1-555-8238|Manager|Umbrella|117650|Marketing|Alice|2012-11-30|Inactive|322 Main St|79660|Germany||85.84|5|19|Project 81|Gamma|7918|Name308|60|Male|Australia||user308@example.com|+1-555-3937|Analyst|Initech|73905|Marketing|Bob|2013-12-12|Active|564 Main St|80485|USA|Note 308|41.49|4|25|Project 15|Gamma|6695|Name308|38|Other|Australia|Berlin||+1-555-2317|Engineer|Acme Corp|32383|Marketing|Diana|2000-06-28|Active|367 Main St|84566|USA|Note 308|92.08||7|Project 61|Alpha|7110||29|Female||London|user308@example.com|+1-555-8386|Analyst||41374|Sales||2006-11-24|Inactive|696 Main St|94063|Germany|Note 308|21.68|3||Project 31|Alpha|582|Name308|51|Other|Australia|Toronto||+1-555-6497|Analyst|Globex|45361|Sales|Charlie|2011-07-17|On Leave|635 Main St|62668|UK|Note 308|52.79||22|Project 100|Delta|6622|Name308||Female|Germany|Berlin|user308@example.com|+1-555-1506|Clerk|Acme Corp|114160|Engineering|Diana||Active|562 Main St|60271|USA|||7|2|Project 13|Delta|9891|Name308|39|Female|USA|Toronto|user308@example.com
