Col1;Col2;Col3;Col4;Col5;Col6;Col7;Col8;Col9;Col10;Col11;Col12;Col13;Col14;Col15;Col16;Col17;Col18;Col19;Col20;Col21;Col22;Col23;Col24;Col25;Col26;Col27;Col28;Col29;Col30;Col31;Col32;Col33;Col34;Col35;Col36;Col37;Col38;Col39;Col40;Col41;Col42;Col43;Col44;Col45;Col46;Col47;Col48;Col49;Col50;Col51;Col52;Col53;Col54;Col55;Col56;Col57;Col58;Col59;Col60;Col61;Col62;Col63;Col64;Col65;Col66;Col67;Col68;Col69;Col70;Col71;Col72;Col73;Col74;Col75;Col76;Col77;Col78;Col79;Col80;Col81;Col82;Col83;Col84;Col85;Col86;Col87;Col88;Col89;Col90;Col91;Col92;Col93;Col94;Col95;Col96;Col97;Col98;Col99;Col100;Col101;Col102;Col103;Col104;Col105;Col106;Col107;Col108;Col109;Col110;Col111;Col112;Col113;Col114;Col115;Col116;Col117;Col118;Col119;Col120;Col121;Col122;Col123;Col124;Col125;Col126;Col127;Col128;Col129;Col130;Col131;Col132;Col133;Col134;Col135;Col136;Col137;Col138;Col139;Col140;Col141;Col142;Col143;Col144;Col145;Col146;Col147;Col148;Col149;Col150
Name299;48;Male;UK;London;user299@example.com;+1-555-4354;Manager;;50803;Sales;Charlie;2010-04-28;Inactive;359 Main St;11694;UK;Note 299;13.67;4;;Project 27;Alpha;;Name299;43;Other;UK;Sydney;user299@example.com;+1-555-1185;Engineer;Initech;32006;Sales;Charlie;2001-06-25;Active;724 Main St;71723;UK;Note 299;47.58;2;6;Project 26;Alpha;222;Name299;57;Female;USA;New York;user299@example.com;+1-555-9564;Analyst;Umbrella;65808;Engineering;Diana;2020-11-06;;144 Main St;38861;Canada;Note 299;74.93;4;13;Project 34;Alpha;8547;Name299;54;Other;USA;London;user299@example.com;+1-555-7685;Engineer;Initech;73404;Engineering;Diana;2002-12-29;;;;Germany;Note 299;89.08;1;11;Project 97;Delta;5959;;37;Other;;New York;user299@example.com;+1-555-6710;Clerk;;50063;HR;Bob;2001-10-09;Inactive;257 Main St;68803;Canada;Note 299;58.66;4;29;;Delta;1848;Name299;42;;UK;Toronto;;+1-555-5420;Clerk;Globex;62242;Engineering;Charlie;2016-05-15;On Leave;628 Main St;73439;UK;Note 299;55.42;4;17;;Delta;6654;Name299;28;Female;USA;Berlin;user299@example.com
Name300;37;Other;Germany;Toronto;;;Analyst;;69675;Marketing;Alice;2007-08-17;Active;225 Main St;66574;Australia;Note 300;85.5;;23;Project 21;;2884;Name300;29;;Germany;London;user300@example.com;+1-555-4331;Analyst;Umbrella;38190;HR;Bob;2017-04-20;On Leave;987 Main St;67544;;Note 300;86.01;10;34;Project 45;Alpha;6442;Name300;56;Female;Canada;London;user300@example.com;+1-555-4297;Engineer;Initech;56438;;Diana;2019-09-16;On Leave;267 Main St;35815;Australia;Note 300;90.64;1;36;Project 9;Alpha;3057;Name300;55;Female;UK;London;user300@example.com;+1-555-5826;Manager;;36698;Sales;Alice;2008-10-27;Active;432 Main St;39179;;Note 300;15.67;9;18;Project 4;Delta;5399;Name300;22;Male;UK;;;+1-555-3880;Engineer;;82602;HR;Alice;2000-09-15;Inactive;620 Main St;47218;Germany;Note 300;59.09;2;23;;Alpha;8043;Name300;30;Male;;Toronto;user300@example.com;+1-555-9998;Analyst;Initech;92133;HR;Charlie;2000-08-02;Active;;22879;Australia;Note 300;58.05;1;21;Project 30;Alpha;709;Name300;20;Male;USA;New York;user300@example.com
Name301;59;;Germany;London;user301@example.com;+1-555-2705;Clerk;Globex;82684;;;;On Leave;207 Main St;68780;Australia;Note 301;87.97;5;22;Project 55;Gamma;1449;Name301;32;Female;;Berlin;user301@example.com;+1-555-1476;Engineer;Globex;79565;Sales;Diana;2014-08-18;;;10832;Australia;Note 301;69.49;5;22;Project 6;Delta;7856;Name301;32;;Australia;New York;user301@example.com;+1-555-3184;;Umbrella;95427;Marketing;Diana;2005-08-22;Active;835 Main St;90814;Australia;Note 301;90.7;10;;Project 95;Delta;9108;Name301;49;Other;Germany;Berlin;user301@example.com;+1-555-6051;;Globex;54007;HR;Charlie;;On Leave;;85952;Canada;Note 301;1.56;6;10;Project 72;Alpha;1744;Name301;32;Other;Canada;;;+1-555-5264;Manager;Globex;82211;Sales;;;Inactive;;48791;UK;Note 301;19.28;2;4;;Gamma;;Name301;50;Female;Canada;New York;user301@example.com;;;Globex;;Marketing;;2019-05-26;Active;260 Main St;14340;Germany;Note 301;12.95;7;6;Project 67;Delta;5537;Name301;51;Other;USA;London;user301@example.com
Name302;51;Female;USA;Toronto;user302@example.com;+1-555-1850;Analyst;Umbrella;;HR;Diana;2016-12-24;Active;149 Main St;93955;USA;Note 302;9.93;10;33;Project 56;Alpha;1508;Name302;47;Female;Germany;London;user302@example.com;+1-555-6150;Analyst;Initech;113883;Engineering;;;;;70486;Germany;Note 302;98.0;10;17;Project 84;Delta;5144;Name302;21;Female;Canada;New York;user302@example.com;+1-555-7193;Engineer;Initech;56392;Sales;Diana;2003-01-06;;597 Main St;83871;Canada;Note 302;40.23;10;9;Project 46;Gamma;3084;Name302;58;Male;;;user302@example.com;+1-555-4973;Clerk;Globex;116564;Sales;Bob;2011-09-08;Active;154 Main St;64583;Germany;Note 302;87.31;8;;Project 71;Delta;6549;Name302;25;Other;UK;Berlin;user302@example.com;+1-555-5461;Manager;Globex;100635;HR;Charlie;2005-02-26;Active;559 Main St;72934;;Note 302;11.33;;18;Project 78;Gamma;8080;Name302;64;Female;USA;New York;user302@example.com;+1-555-2092;Analyst;Globex;116497;Marketing;;2001-08-19;Active;367 Main St;59428;;;17.45;;26;Project 81;Alpha;6015;Name302;46;Male;UK;New York;user302@example.com
Name303;35;Other;Germany;Sydney;user303@example.com;+1-555-1574;Analyst;Acme Corp;91629;;Diana;;Active;255 Main St;45657;Canada;Note 303;12.64;;2;Project 16;Beta;3927;Name303;41;Other;USA;New York;user303@example.com;+1-555-5057;Clerk;Umbrella;;;Alice;2013-12-20;Inactive;596 Main St;;UK;Note 303;38.96;5;23;;Delta;6506;Name303;57;Other;USA;New York;user303@example.com;+1-555-8225;Manager;Acme Corp;84715;Engineering;;;Active;542 Main St;19123;UK;Note 303;;10;21;Project 6;Gamma;738;Name303;59;Male;UK;Toronto;user303@example.com;+1-555-4165;;Initech;38492;Marketing;Diana;2008-12-15;On Leave;279 Main St;92134;Australia;Note 303;;10;2;Project 93;Gamma;2189;;;Other;UK;New York;user303@example.com;+1-555-1320;Manager;Acme Corp;;Sales;Diana;2015-07-26;On Leave;;;Canada;Note 303;36.42;1;38;Project 32;Gamma;3556;Name303;23;Female;USA;New York;user303@example.com;+1-555-7313;Manager;Acme Corp;90879;;Diana;2012-12-05;On Leave;831 Main St;61653;Canada;Note 303;61.85;5;39;Project 83;Beta;;Name303;;Other;Australia;Sydney;user303@example.com
Name304;44;Other;USA;London;user304@example.com;+1-555-3732;Engineer;Umbrella;51834;HR;Bob;;;771 Main St;38663;Germany;Note 304;22.87;2;36;;Delta;;Name304;;;Canada;Berlin;user304@example.com;+1-555-4562;Manager;;32353;Sales;Bob;2011-04-05;Active;290 Main St;13167;USA;Note 304;24.65;;23;Project 44;Delta;2344;Name304;26;Female;Germany;Sydney;user304@example.com;+1-555-9253;Clerk;;116278;Sales;Alice;2009-11-01;Active;846 Main St;68996;Canada;Note 304;;8;24;Project 17;Beta;2727;Name304;65;Female;USA;Berlin;user304@example.com;+1-555-9534;Manager;Acme Corp;102470;Engineering;Bob;2015-05-26;On Leave;706 Main St;12875;USA;Note 304;59.17;5;18;Project 99;Beta;7854;Name304;21;Female;;London;user304@example.com;+1-555-5724;Clerk;Globex;65929;Engineering;Charlie;2015-02-27;Inactive;946 Main St;27602;Canada;Note 304;63.14;5;39;;Alpha;4297;Name304;24;Female;USA;London;user304@example.com;+1-555-5762;Engineer;Acme Corp;92169;;;2003-12-26;Inactive;983 Main St;59012;Germany;Note 304;98.24;8;11;Project 30;;4558;Name304;24;Male;Germany;New York;
Name305;54;;;Sydney;user305@example.com;+1-555-4511;Analyst;Initech;103224;Marketing;Charlie;;On Leave;760 Main St;29278;UK;Note 305;96.87;6;10;Project 39;Alpha;;Name305;58;Female;Germany;London;;+1-555-1362;Analyst;Acme Corp;;Engineering;Alice;2002-02-13;;498 Main St;12070;Australia;;98.57;9;12;Project 74;Delta;1267;Name305;53;Female;UK;Berlin;user305@example.com;+1-555-4560;;Initech;64927;Marketing;Bob;2015-12-16;On Leave;504 Main St;77717;Germany;Note 305;9.89;5;4;Project 83;;;Name305;44;Male;USA;Sydney;user305@example.com;+1-555-4733;Analyst;Initech;101750;Sales;Charlie;2007-02-28;;468 Main St;77245;UK;Note 305;37.75;9;2;Project 94;Gamma;710;Name305;;Other;;New York;user305@example.com;+1-555-6926;Manager;;48584;;Alice;2001-09-14;On Leave;263 Main St;24829;Australia;Note 305;;9;19;Project 10;Beta;8010;Name305;61;Other;USA;Toronto;user305@example.com;+1-555-9211;Engineer;Umbrella;73306;Marketing;Diana;2004-10-22;On Leave;147 Main St;72746;Germany;Note 305;9.86;;34;Project 84;Gamma;4444;Name305;;Male;Australia;Berlin;user305@example.com
Name306;31;Male;;London;user306@example.com;+1-555-1337;Manager;;68956;Sales;Bob;;Inactive;357 Main St;45889;Canada;Note 306;43.39;9;;Project 75;Delta;7860;Name306;63;Other;Germany;Toronto;user306@example.com;+1-555-7409;Clerk;Umbrella;90956;Marketing;Diana;2013-10-30;On Leave;;83994;USA;Note 306;33.64;8;0;;Alpha;9407;Name306;34;Female;Australia;Sydney;user306@example.com;;Engineer;Umbrella;84248;Sales;Diana;;On Leave;514 Main St;94577;UK;Note 306;65.43;3;13;Project 91;;;Name306;;;Canada;Berlin;user306@example.com;+1-555-3037;Analyst;Umbrella;54801;HR;Charlie;2017-10-15;Active;593 Main St;95965;Germany;Note 306;10.52;;9;Project 8;Beta;5515;Name306;33;Other;USA;Berlin;user306@example.com;+1-555-5699;Clerk;Acme Corp;;Marketing;Bob;2014-03-30;Active;206 Main St;96758;Germany;Note 306;12.53;1;23;Project 2;Alpha;5460;Name306;64;;UK;London;;+1-555-1810;Clerk;Umbrella;41559;HR;Diana;;Active;414 Main St;15480;UK;Note 306;53.46;10;;Project 18;Gamma;3291;Name306;64;Male;Canada;Toronto;user306@example.com
Name307;25;Female;Australia;London;user307@example.com;+1-555-6302;Analyst;;66985;Sales;Alice;2007-11-12;On Leave;946 Main St;93394;Canada;;25.22;7;9;Project 84;Beta;2739;Name307;29;Female;Australia;New York;user307@example.com;+1-555-9859;;Globex;87417;Marketing;Bob;2008-03-21;On Leave;219 Main St;18113;Germany;;;4;27;Project 98;Gamma;3802;Name307;43;Male;;Toronto;user307@example.com;+1-555-8008;Engineer;Umbrella;54257;Marketing;Charlie;2010-03-10;Active;754 Main St;56761;Canada;;59.13;6;30;Project 61;Gamma;8987;Name307;20;Male;Germany;;user307@example.com;+1-555-3557;Clerk;Globex;109674;Marketing;Bob;2010-01-13;On Leave;203 Main St;54139;USA;Note 307;1.0;2;18;Project 69;Beta;3357;Name307;38;;USA;Sydney;user307@example.com;+1-555-6112;Manager;Initech;30169;Engineering;Bob;2004-07-31;;635 Main St;41984;;Note 307;52.48;3;7;Project 81;Beta;3800;Name307;56;Other;UK;Sydney;user307@example.com;+1-555-4208;Analyst;;;Sales;Alice;;Inactive;523 Main St;30909;Australia;Note 307;;;31;Project 52;;3030;Name307;;Male;USA;Sydney;user307@example.com
Name308;50;Other;Germany;Sydney;user308@example.com;+1-555-7509;Analyst;Umbrella;69625;HR;Diana;2014-12-29;On Leave;741 Main St;38838;Australia;Note 308;17.49;9;10;Project 89;Delta;6850;Name308;62;Female;USA;New York;user308@example.com;+1-555-6243;Manager;Acme Corp;111182;HR;Charlie;2014-06-10;Inactive;307 Main St;27670;Canada;Note 308;1.28;7;2;Project 99;Alpha;8145;Name308;33;Female;Canada;Toronto;user308@example.com;+1-555-2960;Engineer;Globex;109263;HR;;2004-06-02;On Leave;149 Main St;64093;Canada;Note 308;94.42;5;25;Project 58;Beta;8074;Name308;37;Female;;Toronto;user308@example.com;;Engineer;Initech;111814;Marketing;Bob;2007-02-06;On Leave;684 Main St;54542;Australia;Note 308;64.58;2;40;Project 80;Beta;1641;Name308;24;Female;Canada;New York;user308@example.com;+1-555-5054;Clerk;Initech;98087;Engineering;;2017-10-10;;921 Main St;;USA;Note 308;42.63;2;29;Project 8;Beta;487;Name308;61;Female;Australia;New York;user308@example.com;+1-555-9575;Manager;Acme Corp;;Sales;Charlie;2016-09-09;On Leave;823 Main St;85714;;Note 308;56.68;;24;Project 39;Alpha;1617;Name308;44;Female;Canada;London;user308@example.com
Name309;51;Female;USA;Sydney;user309@example.com;;;Globex;35928;Engineering;;2017-02-21;Inactive;696 Main St;81342;USA;Note 309;7.69;9;1;;Gamma;;Name309;41;Female;Australia;Berlin;user309@example.com;+1-555-4449;Clerk;Initech;37228;HR;Diana;;Inactive;836 Main St;16606;UK;Note 309;35.94;8;15;;Beta;8864;Name309;;Female;UK;Berlin;user309@example.com;+1-555-8288;Manager;Initech;119489;HR;;2010-06-01;Active;379 Main St;48037;USA;Note 309;30.87;7;32;Project 56;Beta;8702;Name309;;Male;USA;Sydney;;+1-555-9626;Clerk;Initech;38263;Sales;Bob;;;691 Main St;66192;Australia;Note 309;43.9;;40;;Beta;2199;Name309;34;Other;Canada;Sydney;user309@example.com;+1-555-9594;;;108516;Marketing;Alice;;Inactive;791 Main St;51374;;Note 309;;8;0;;Alpha;268;Name309;63;Other;USA;Toronto;user309@example.com;+1-555-7456;;Acme Corp;100997;Marketing;Charlie;;Active;577 Main St;92389;Germany;;85.52;;16;Project 72;Beta;2774;Name309;32;Other;Germany;Toronto;
Name310;42;Female;Australia;New York;;+1-555-9631;Manager;Initech;92624;HR;Alice;2019-03-08;Inactive;880 Main St;27898;;Note 310;85.54;4;;Project 95;Alpha;9414;Name310;44;Female;UK;New York;user310@example.com;+1-555-6777;Clerk;Umbrella;94696;Sales;Alice;2005-02-04;Active;;51397;UK;Note 310;33.45;8;39;Project 91;Beta;9392;Name310;58;Other;UK;New York;user310@example.com;+1-555-4119;Engineer;Globex;87917;HR;Charlie;2001-03-19;Inactive;460 Main St;87727;USA;Note 310;40.75;6;19;Project 20;Alpha;7716;;65;Female;;Berlin;;+1-555-3612;Clerk;Initech;70394;HR;Charlie;2017-01-01;;;98590;Germany;Note 310;42.81;4;38;Project 7;Gamma;7222;Name310;24;Female;USA;Toronto;user310@example.com;+1-555-2459;Analyst;Initech;64875;HR;Charlie;2019-10-18;On Leave;435 Main St;87178;USA;Note 310;38.94;4;23;Project 98;Beta;;;48;Other;Germany;New York;user310@example.com;+1-555-8825;Clerk;Initech;44570;Sales;Diana;2010-08-18;Inactive;651 Main St;45385;USA;Note 310;96.14;7;18;Project 26;;9296;Name310;20;Female;Australia;Berlin;user310@example.com
Name311;36;Other;UK;New York;user311@example.com;+1-555-2577;Clerk;Acme Corp;71668;Marketing;Alice;2018-11-02;Active;402 Main St;13380;UK;Note 311;78.28;3;21;Project 35;Delta;;Name311;;Female;Canada;New York;user311@example.com;+1-555-7364;Analyst;Umbrella;101762;HR;Charlie;2015-10-25;Inactive;394 Main St;43600;Germany;Note 311;21.22;2;13;Project 34;Alpha;;Name311;56;;Germany;New York;user311@example.com;;Engineer;Acme Corp;59343;Engineering;Alice;2015-05-17;Active;942 Main St;;Canada;Note 311;;6;11;Project 16;Gamma;3209;Name311;25;Female;Canada;New York;user311@example.com;+1-555-8735;Analyst;Initech;75200;Marketing;Alice;2017-12-17;Inactive;406 Main St;53015;UK;Note 311;59.98;1;;Project 23;Beta;8148;Name311;48;Male;Canada;Sydney;user311@example.com;+1-555-2662;Engineer;;58225;Marketing;Alice;;Inactive;;13594;USA;Note 311;86.64;9;28;Project 8;Alpha;8476;Name311;37;Other;Germany;Sydney;user311@example.com;+1-555-3278;Analyst;Globex;117103;Sales;Alice;2019-01-29;Active;188 Main St;65431;UK;Note 311;43.11;4;8;Project 53;Beta;4990;Name311;35;Male;USA;Berlin;user311@example.com
Name312;28;Male;;New York;user312@example.com;+1-555-3219;Engineer;Umbrella;52840;Engineering;Diana;2007-03-21;Inactive;;93145;Germany;Note 312;29.13;5;35;Project 80;Alpha;3069;Name312;52;Other;UK;London;user312@example.com;+1-555-3498;;Umbrella;92911;Marketing;Charlie;2009-02-09;On Leave;756 Main St;84397;Australia;Note 312;39.36;5;35;;Alpha;7146;Name312;49;Female;Canada;Berlin;user312@example.com;+1-555-4529;Clerk;Globex;53834;Sales;Alice;;On Leave;133 Main St;39241;Germany;Note 312;;9;5;Project 7;Gamma;476;Name312;57;Female;Germany;London;user312@example.com;+1-555-4130;Engineer;Initech;63236;HR;Bob;2005-06-09;On Leave;;;;Note 312;28.23;7;;Project 25;Delta;3195;Name312;27;Female;Australia;Sydney;user312@example.com;+1-555-2836;Analyst;Acme Corp;96871;Marketing;Bob;2002-07-07;Active;321 Main St;82572;Germany;Note 312;33.28;3;7;Project 79;Delta;6441;Name312;32;Male;Germany;Toronto;user312@example.com;+1-555-7864;Engineer;Globex;111757;Engineering;Alice;2017-07-06;On Leave;759 Main St;22207;USA;;;9;36;Project 67;Gamma;6135;Name312;46;Other;Canada;London;user312@example.com
Name313;;Female;UK;Sydney;user313@example.com;+1-555-9940;Engineer;;;HR;Alice;2017-11-06;Inactive;483 Main St;95880;;Note 313;51.15;4;24;Project 5;Beta;3999;Name313;23;Other;USA;Sydney;user313@example.com;+1-555-5783;Engineer;Acme Corp;33517;Marketing;Charlie;2011-05-31;On Leave;936 Main St;;UK;Note 313;16.4;7;18;Project 62;Gamma;4806;;56;Female;Australia;Toronto;user313@example.com;+1-555-4702;Clerk;Acme Corp;102759;Engineering;;2017-01-17;;457 Main St;85262;Germany;Note 313;7.33;7;2;Project 47;;1900;Name313;62;Male;Canada;London;user313@example.com;;Engineer;Umbrella;81023;Sales;;2008-05-02;On Leave;718 Main St;95778;Australia;Note 313;36.67;5;28;Project 34;Alpha;9282;Name313;47;Other;USA;London;user313@example.com;+1-555-4200;Analyst;Umbrella;45743;Engineering;;2005-03-24;On Leave;777 Main St;;Germany;Note 313;68.31;10;12;Project 85;Delta;7608;Name313;;;Australia;Berlin;user313@example.com;+1-555-1014;Analyst;Umbrella;50113;Marketing;Charlie;2013-08-22;Active;350 Main St;13743;Australia;;10.29;10;40;Project 26;;8146;Name313;65;Male;USA;London;
Name314;62;Male;USA;Toronto;user314@example.com;+1-555-5840;Clerk;Umbrella;91484;Engineering;Alice;2005-06-06;Active;795 Main St;91804;UK;Note 314;31.09;6;12;Project 35;Delta;658;Name314;64;Male;UK;New York;user314@example.com;;Engineer;Globex;72818;HR;Charlie;2018-06-15;Active;124 Main St;65332;USA;Note 314;97.33;7;2;Project 80;Gamma;3652;Name314;47;;UK;Toronto;user314@example.com;+1-555-8115;Clerk;Acme Corp;;Marketing;Alice;2005-06-25;Active;595 Main St;41785;Canada;Note 314;74.56;5;2;Project 1;Gamma;9990;Name314;41;Other;Australia;Sydney;;+1-555-8574;Manager;Initech;58037;Sales;Alice;2006-07-20;Inactive;641 Main St;32733;Australia;Note 314;82.53;7;19;Project 31;Alpha;6106;Name314;24;Female;Canada;Berlin;user314@example.com;;;Globex;99258;Engineering;Alice;2009-11-15;Inactive;608 Main St;47144;UK;Note 314;3.36;10;20;Project 42;Alpha;;Name314;58;Other;;New York;user314@example.com;+1-555-6379;;Umbrella;70657;Marketing;Bob;2002-09-29;;549 Main St;81277;Australia;Note 314;33.07;;;;Delta;5493;Name314;58;Male;Canada;Berlin;user314@example.com
Name315;54;Other;Germany;Berlin;;+1-555-6867;Engineer;Umbrella;;Sales;Diana;2008-01-30;Inactive;772 Main St;30418;Canada;Note 315;58.68;4;2;Project 43;Beta;6445;Name315;62;Other;Canada;Sydney;user315@example.com;;Clerk;Acme Corp;85082;Engineering;Diana;2005-08-06;;483 Main St;85435;;Note 315;44.68;2;0;Project 44;Gamma;9039;Name315;31;Female;USA;New York;user315@example.com;+1-555-1465;Manager;Acme Corp;113044;Sales;Bob;2008-11-18;On Leave;900 Main St;61651;USA;Note 315;89.26;;37;Project 89;Delta;6550;Name315;45;Male;Australia;;user315@example.com;+1-555-3221;Engineer;Umbrella;97185;;Alice;2002-04-22;On Leave;414 Main St;13589;Germany;;47.95;7;4;Project 80;Gamma;9362;;41;Other;Australia;New York;user315@example.com;+1-555-3561;Engineer;Umbrella;;Sales;Bob;2009-10-12;;897 Main St;33352;Canada;Note 315;37.08;3;;;Beta;1108;;34;Male;UK;Berlin;user315@example.com;+1-555-9254;Analyst;Initech;83073;HR;Alice;2020-01-04;On Leave;210 Main St;14266;UK;Note 315;8.74;10;10;Project 18;Beta;311;Name315;61;Female;Australia;Berlin;user315@example.com
Name316;62;;USA;Berlin;user316@example.com;+1-555-9916;Engineer;Acme Corp;40002;Marketing;Bob;2009-10-27;;649 Main St;28097;Canada;;70.37;4;26;Project 26;Beta;7614;Name316;21;Other;UK;New York;user316@example.com;+1-555-4321;Analyst;Acme Corp;66434;HR;Diana;2013-10-16;Inactive;344 Main St;;Canada;;68.25;9;;Project 32;Alpha;8453;Name316;46;Female;UK;London;user316@example.com;+1-555-6724;Manager;Umbrella;104773;Sales;Alice;2014-07-20;Inactive;248 Main St;45084;;;88.65;3;;;Beta;;;46;Male;Germany;Toronto;user316@example.com;+1-555-2322;Engineer;Umbrella;97728;;Diana;2011-10-17;Active;333 Main St;93092;UK;Note 316;24.58;5;24;Project 57;Alpha;6775;Name316;46;Female;UK;New York;user316@example.com;;Manager;Initech;114126;HR;Charlie;2008-02-15;Active;513 Main St;89096;;Note 316;63.07;;25;Project 25;Alpha;855;Name316;58;;Canada;New York;user316@example.com;+1-555-5423;;Umbrella;51764;Sales;Diana;2002-06-28;Inactive;216 Main St;22110;UK;Note 316;29.63;5;20;Project 82;Alpha;7531;;39;Other;;New York;user316@example.com
Name317;34;Other;USA;Berlin;user317@example.com;+1-555-7304;Engineer;Initech;107504;Sales;Diana;;Inactive;439 Main St;58933;Canada;Note 317;51.86;3;23;Project 54;Delta;4616;Name317;32;;UK;Toronto;user317@example.com;+1-555-9419;Engineer;Umbrella;104423;HR;Bob;2015-08-31;Active;;68361;Germany;Note 317;19.31;7;34;Project 81;Delta;8507;Name317;55;Male;Canada;Berlin;user317@example.com;;;Initech;39407;Marketing;Charlie;2010-10-28;On Leave;237 Main St;57938;USA;Note 317;88.31;;;Project 26;Alpha;6514;Name317;21;Male;Australia;Toronto;user317@example.com;+1-555-6291;Clerk;Umbrella;116360;Sales;Bob;;Active;112 Main St;;UK;Note 317;27.81;2;23;;Alpha;;Name317;;Female;Germany;New York;user317@example.com;+1-555-4672;Analyst;Globex;116640;Engineering;Alice;2003-01-08;On Leave;936 Main St;;USA;Note 317;16.51;;6;Project 88;Gamma;2244;Name317;64;Female;Germany;New York;user317@example.com;+1-555-2443;Manager;Globex;;Engineering;Alice;2005-09-16;On Leave;837 Main St;16150;Australia;Note 317;72.91;;;Project 70;Beta;6050;Name317;45;Male;Germany;New York;
Name318;36;Other;;Toronto;user318@example.com;+1-555-5721;Manager;Initech;77202;Sales;Alice;2001-02-09;Active;109 Main St;;USA;Note 318;81.22;9;11;Project 17;Alpha;394;Name318;26;Male;Australia;New York;user318@example.com;+1-555-2298;Manager;Globex;62554;Engineering;Diana;;Active;489 Main St;62117;Canada;Note 318;60.69;9;15;Project 49;;8285;Name318;43;Male;UK;Sydney;user318@example.com;+1-555-5475;Analyst;Globex;113363;;Alice;2009-12-28;Active;988 Main St;12896;Australia;Note 318;35.22;4;15;Project 60;Delta;5078;Name318;30;Male;Canada;Berlin;user318@example.com;+1-555-2708;Analyst;Umbrella;58338;Marketing;Alice;2013-07-22;Active;529 Main St;89401;Canada;Note 318;85.06;9;34;Project 77;;8257;Name318;58;Other;;;user318@example.com;+1-555-2333;Manager;Initech;75446;HR;Charlie;;;864 Main St;;USA;Note 318;66.49;6;2;Project 79;Alpha;6216;Name318;36;Other;Canada;London;user318@example.com;+1-555-4451;Manager;Umbrella;48849;Engineering;Diana;2015-03-12;;602 Main St;70463;;Note 318;43.49;5;8;Project 96;Alpha;6102;Name318;64;Female;UK;New York;user318@example.com
Name319;25;Female;Canada;Sydney;user319@example.com;+1-555-2413;Manager;Initech;53930;;Alice;2004-04-30;On Leave;671 Main St;73276;UK;Note 319;;9;8;Project 2;Beta;8629;Name319;60;Other;Canada;Sydney;user319@example.com;+1-555-2069;Clerk;Initech;75680;Engineering;Bob;2005-02-20;Inactive;712 Main St;65637;UK;Note 319;47.82;7;16;;Gamma;4672;Name319;44;Female;Germany;New York;user319@example.com;+1-555-6430;Engineer;Umbrella;30307;Sales;Bob;2006-12-29;On Leave;685 Main St;72986;USA;Note 319;83.55;6;11;Project 10;Gamma;1604;;24;Male;Australia;Sydney;user319@example.com;+1-555-1980;Engineer;;44832;;Charlie;2004-02-11;Active;742 Main St;59195;UK;Note 319;73.5;5;;Project 16;Alpha;2293;;33;Other;Canada;Berlin;user319@example.com;;Manager;Globex;110530;Engineering;Diana;2018-12-30;On Leave;414 Main St;39271;USA;Note 319;88.98;1;11;Project 59;Gamma;5718;Name319;48;Male;Canada;Berlin;user319@example.com;+1-555-2496;Engineer;Acme Corp;80712;Sales;Bob;2011-07-19;Inactive;353 Main St;64700;Canada;Note 319;2.48;8;1;Project 24;Gamma;9123;Name319;26;Male;Germany;London;
Name320;20;Female;USA;Toronto;user320@example.com;+1-555-7586;Manager;Globex;;HR;Charlie;2018-07-09;Inactive;945 Main St;14076;Australia;Note 320;52.55;5;24;Project 46;;6807;Name320;32;Other;Australia;Berlin;user320@example.com;+1-555-5633;Manager;;109410;Engineering;Diana;2016-10-16;Inactive;297 Main St;;;Note 320;12.7;;10;Project 55;Alpha;5785;Name320;25;Other;Germany;London;user320@example.com;+1-555-1987;Analyst;Acme Corp;66671;Engineering;Alice;2015-11-01;;;33981;Australia;Note 320;1.27;4;14;Project 16;;3606;Name320;38;Female;;;user320@example.com;+1-555-9207;;Acme Corp;;Sales;Diana;2019-09-18;Inactive;;33997;Germany;Note 320;95.52;6;7;Project 63;;5336;Name320;52;Other;UK;;user320@example.com;+1-555-8896;Manager;Initech;50627;Marketing;Diana;2016-01-20;;997 Main St;26998;Canada;Note 320;;1;19;Project 12;Beta;7269;;46;Male;Germany;;user320@example.com;+1-555-4688;Analyst;Acme Corp;80740;Engineering;Bob;2019-05-29;;783 Main St;48389;USA;Note 320;17.83;10;18;Project 41;Gamma;9613;Name320;22;Other;UK;London;user320@example.com
Name321;24;Other;Germany;New York;user321@example.com;+1-555-2343;Clerk;;34127;HR;Bob;2016-12-15;Inactive;260 Main St;;Canada;Note 321;65.47;3;36;Project 31;Delta;10000;Name321;;;UK;London;user321@example.com;+1-555-8945;Engineer;Initech;54403;Sales;Alice;2008-05-03;On Leave;341 Main St;77820;UK;Note 321;70.01;8;10;Project 11;Delta;2009;Name321;62;Male;Germany;Berlin;user321@example.com;+1-555-3019;Clerk;Acme Corp;48391;HR;;2018-03-15;Inactive;234 Main St;31273;USA;;5.16;6;19;Project 37;Gamma;7912;;;;Canada;New York;;+1-555-3773;Engineer;Umbrella;91129;Marketing;Bob;2009-02-19;;257 Main St;21462;;Note 321;19.21;8;21;Project 58;Gamma;287;Name321;56;Female;Germany;New York;user321@example.com;+1-555-7289;Clerk;Umbrella;65149;HR;Diana;;;471 Main St;12414;USA;Note 321;81.34;9;23;Project 6;Beta;1608;Name321;25;Other;Canada;New York;user321@example.com;+1-555-9024;Manager;Globex;;Marketing;Alice;;Active;246 Main St;37468;USA;Note 321;38.43;5;32;Project 63;Beta;904;Name321;63;Male;USA;New York;user321@example.com
